API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,PendingExternalUserProfile.Read.All,Read all pending external user profiles,bdfb26d9-bb36-49be-9b4c-b8cbf4b05808,"Allows the app to read available properties of pending external user profiles, without a signed-in user.",application
Microsoft Graph,PendingExternalUserProfile.ReadWrite.All,Read and write all pending external user profiles,8363c2b8-6ff7-420b-9966-c5884c2d48bc,"Allows the app to read and write available properties of pending external user profiles, without a signed-in user.",application
Microsoft Graph,People.Read.All,Read all users' relevant people lists,b528084d-ad10-4598-8b93-929746b4d7d6,"Allows the app to read any user's scored list of relevant people, without a signed-in user. The list can include local contacts, contacts from social networking, your organization's directory, and people from recent communications (such as email and Skype).",application
Microsoft Graph,PeopleSettings.Read.All,Read all tenant-wide people settings,ef02f2e7-e22d-4c77-8614-8f765683b86e,Allows the application to read tenant-wide people settings without a signed-in user.,application
Microsoft Graph,PeopleSettings.ReadWrite.All,Read and write all tenant-wide people settings,b6890674-9dd5-4e42-bb15-5af07f541ae1,Allows the application to read and write tenant-wide people settings without a signed-in user.,application
Microsoft Graph,Place.Read.All,Read all company places,913b9306-0ce1-42b8-9137-6a7df690a760,"Allows the app to read company places (conference rooms and room lists) for calendar events and other applications, without a signed-in user.",application
Microsoft Graph,PlaceDevice.Read.All,Read all workplace devices,8b724a84-ceac-4fd9-897e-e31ba8f2d7a3,"Allows the app to read all workplace devices, without a signed-in user.",application
Microsoft Graph,PlaceDevice.ReadWrite.All,Read and write all workplace devices,2d510721-5c4e-43cd-bfdb-ac0f8819fb92,"Allows the app to read and write all workplace devices, without a signed-in user.",application
Microsoft Graph,PlaceDeviceTelemetry.ReadWrite.All,Read and write telemetry for all workplace devices.,27fc435f-44e2-4b30-bf3c-e0ce74aed618,"Allows the app to read and write telemetry for all workplace devices, without a signed-in user.",application
Microsoft Graph,Policy.Read.All,Read your organization's policies,246dd0d5-5bd0-4def-940b-0421030a5b68,Allows the app to read all your organization's policies without a signed in user.,application
Microsoft Graph,Policy.Read.ConditionalAccess,Read your organization's conditional access policies,37730810-e9ba-4e46-b07e-8ca78d182097,"Allows the app to read your organization's conditional access policies, without a signed-in user.",application
Microsoft Graph,Policy.Read.IdentityProtection,Read your organization???s identity protection policy,b21b72f6-4e6a-4533-9112-47eea9f97b28,Allows the app to read your organization???s identity protection policy without a signed-in user. ,application
Microsoft Graph,Policy.Read.PermissionGrant,Read consent and permission grant policies,9e640839-a198-48fb-8b9a-013fd6f6cbcd,"Allows the app to read policies related to consent and permission grants for applications, without a signed-in user.",application
Microsoft Graph,Policy.ReadWrite.AccessReview,Read and write your organization's directory access review default policy,77c863fd-06c0-47ce-a7eb-49773e89d319,Allows the app to read and write your organization's directory access review default policy without a signed-in user.,application
Microsoft Graph,Policy.ReadWrite.ApplicationConfiguration,Read and write your organization's application configuration policies,be74164b-cff1-491c-8741-e671cb536e13,"Allows the app to read and write your organization's application configuration policies, without a signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy, tokenIssuancePolicy  and tokenLifetimePolicy.",application
Microsoft Graph,Policy.ReadWrite.AuthenticationFlows,Read and write authentication flow policies,25f85f3c-f66c-4205-8cd5-de92dd7f0cec,"Allows the app to read and write all authentication flow policies for the tenant, without a signed-in user.",application
Microsoft Graph,Policy.ReadWrite.AuthenticationMethod,Read and write all authentication method policies??,29c18626-4985-4dcd-85c0-193eef327366,"Allows the app to read and write all authentication method policies for the tenant, without a signed-in user.??",application
Microsoft Graph,Policy.ReadWrite.Authorization,Read and write your organization's authorization policy,fb221be6-99f2-473f-bd32-01c6a0e9ca3b,"Allows the app to read and write your organization's authorization policy without a signed in user. For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default.",application
Microsoft Graph,Policy.ReadWrite.ConditionalAccess,Read and write your organization's conditional access policies,01c0a623-fc9b-48e9-b794-0756f8e8f067,"Allows the app to read and write your organization's conditional access policies, without a signed-in user.",application
Microsoft Graph,Policy.ReadWrite.ConsentRequest,Read and write your organization's consent request policy,999f8c63-0a38-4f1b-91fd-ed1947bdd1a9,Allows the app to read and write your organization's consent requests policy without a signed-in user.,application
Microsoft Graph,Policy.ReadWrite.CrossTenantAccess,Read and write your organization's cross tenant access policies,338163d7-f101-4c92-94ba-ca46fe52447c,Allows the app to read and write your organization's cross tenant access policies without a signed-in user.,application
Microsoft Graph,Policy.ReadWrite.ExternalIdentities,Read and write your organization's external identities policy,03cc4f92-788e-4ede-b93f-199424d144a5,"Allows the application to read and update the organization's external identities policy without a signed-in user.  For example, external identities policy controls if users invited to access resources in your organization via B2B collaboration or B2B direct connect are allowed to self-service leave.",application
Microsoft Graph,Policy.ReadWrite.FeatureRollout,Read and write feature rollout policies,2044e4f1-e56c-435b-925c-44cd8f6ba89a,Allows the app to read and write feature rollout policies without a signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature.,application
Microsoft Graph,Policy.ReadWrite.FedTokenValidation,Read and write your organization's federated token validation policy,90bbca0b-227c-4cdc-8083-1c6cfb95bac6,Allows the application to read and update the organization's federated token validation policy without a signed-in user.,application
Microsoft Graph,Policy.ReadWrite.IdentityProtection,Read and write your organization???s identity protection policy ,2dcf8603-09eb-4078-b1ec-d30a1a76b873,Allows the app to read and write your organization???s identity protection policy without a signed-in user.,application
Microsoft Graph,Policy.ReadWrite.PermissionGrant,Manage consent and permission grant policies,a402ca1c-2696-4531-972d-6e5ee4aa11ea,"Allows the app to manage policies related to consent and permission grants for applications, without a signed-in user.",application
Microsoft Graph,Policy.ReadWrite.SecurityDefaults,Read and write your organization's security defaults policy,1c6e93a6-28e2-4cbb-9f64-1a46a821124d,"Allows the app to read and write your organization's security defaults policy, without a signed-in user.",application
Microsoft Graph,Policy.ReadWrite.TrustFramework,Read and write your organization's trust framework policies,79a677f7-b79d-40d0-a36a-3e6f8688dd7a,Allows the app to read and write your organization's trust framework policies without a signed in user.,application
Microsoft Graph,Presence.Read.All,Read presence information for all users,a70e0c2d-e793-494c-94c4-118fa0a67f42,"Allows the app to read presence information of all users in the directory without a signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location. ",application
Microsoft Graph,Presence.ReadWrite.All,Read and write presence information for all users,83cded22-8297-4ff6-a7fa-e97e9545a259,"Allows the app to read all presence information and write activity and availability of all users in the directory without a signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, time zone and location.",application
Microsoft Graph,Printer.Read.All,Read printers,9709bb33-4549-49d4-8ed9-a8f65e45bb0f,Allows the application to read printers without a signed-in user.??,application
Microsoft Graph,Printer.ReadWrite.All,Read and update printers,f5b3f73d-6247-44df-a74c-866173fddab0,Allows the application to read and update printers without a signed-in user. Does not allow creating (registering) or deleting (unregistering) printers.,application
Microsoft Graph,PrintJob.Manage.All,Perform advanced operations on print jobs,58a52f47-9e36-4b17-9ebe-ce4ef7f3e6c8,Allows the application to perform advanced operations like redirecting a print job to another printer without a signed-in user. Also allows the application to read and update the metadata of print jobs.,application
Microsoft Graph,PrintJob.Read.All,Read print jobs,ac6f956c-edea-44e4-bd06-64b1b4b9aec9,Allows the application to read the metadata and document content of print jobs without a signed-in user.??,application
Microsoft Graph,PrintJob.ReadBasic.All,Read basic information for print jobs,fbf67eee-e074-4ef7-b965-ab5ce1c1f689,Allows the application to read the metadata of print jobs without a signed-in user.??Does not allow access to print job document content.,application
Microsoft Graph,PrintJob.ReadWrite.All,Read and write print jobs,5114b07b-2898-4de7-a541-53b0004e2e13,Allows the application to read and update the metadata and document content of print jobs without a signed-in user.,application
Microsoft Graph,PrintJob.ReadWriteBasic.All,Read and write basic information for print jobs,57878358-37f4-4d3a-8c20-4816e0d457b1,Allows the application to read and update the metadata of print jobs without a signed-in user.??Does not allow access to print job document content.,application
Microsoft Graph,PrintSettings.Read.All,Read tenant-wide print settings,b5991872-94cf-4652-9765-29535087c6d8,Allows the application to read tenant-wide print settings without a signed-in user.,application
Microsoft Graph,PrintTaskDefinition.ReadWrite.All,"Read, write and update print task definitions",456b71a7-0ee0-4588-9842-c123fcc8f664,Allows the application to read and update print task definitions without a signed-in user.??,application
Microsoft Graph,PrivilegedAccess.Read.AzureAD,Read privileged access to Azure AD roles,4cdc2547-9148-4295-8d11-be0db1391d6b,"Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAccess.Read.AzureADGroup,Read privileged access to Azure AD groups,01e37dc9-c035-40bd-b438-b2879c4870a6,"Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAccess.Read.AzureResources,Read privileged access to Azure resources,5df6fe86-1be0-44eb-b916-7bd443a71236,"Allows the app to read time-based assignment and just-in-time elevation of user privileges to audit Azure resources in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureAD,Read and write privileged access to Azure AD roles,854d9ab1-6657-4ec8-be45-823027bcd009,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureADGroup,Read and write privileged access to Azure AD groups,2f6817f8-7b12-4f0f-bc18-eeaf60705a9e,"Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAccess.ReadWrite.AzureResources,Read and write privileged access to Azure resources,6f9d5abc-2db6-400b-a267-7de22a40fb87,"Allows the app to request and manage time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) in your organization, without a signed-in user.",application
Microsoft Graph,PrivilegedAssignmentSchedule.Read.AzureADGroup,Read assignment schedules for access to Azure AD groups,cd4161cb-f098-48f8-a884-1eda9a42434c,"Allows the app to read time-based assignment schedules for access to Azure AD groups, without a signed-in user.",application
Microsoft Graph,PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,"Read, create, and delete assignment schedules for access to Azure AD groups",41202f2c-f7ab-45be-b001-85c9728b9d69,"Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, without a signed-in user.",application
Microsoft Graph,PrivilegedEligibilitySchedule.Read.AzureADGroup,Read eligibility schedules for access to Azure AD groups,edb419d6-7edc-42a3-9345-509bfdf5d87c,"Allows the app to read time-based eligibility schedules for access to Azure AD groups, without a signed-in user.",application
Microsoft Graph,PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,"Read, create, and delete eligibility schedules for access to Azure AD groups",618b6020-bca8-4de6-99f6-ef445fa4d857,"Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, without a signed-in user.",application
Microsoft Graph,ProfilePhoto.Read.All,Read profile photo of a user or group,e24d31aa-e1ab-4c80-85fe-23018690335d,"Allows the app to read all profile photos of users and groups, without a signed-in user",application
Microsoft Graph,ProfilePhoto.ReadWrite.All,Read and write profile photo of a user or group,27baa7f6-5dfb-4ba8-b1d3-1e812c143013,"Allows the app to read and write all profile photos of users and groups, without a signed-in user",application
Microsoft Graph,ProgramControl.Read.All,Read all programs,eedb7fdd-7539-4345-a38b-4839e4a84cbd,"Allows the app to read programs and program controls in the organization, without a signed-in user.",application
Microsoft Graph,ProgramControl.ReadWrite.All,Manage all programs,60a901ed-09f7-4aa5-a16e-7dd3d6f9de36,"Allows the app to read, update, delete and perform actions on programs and program controls in the organization, without a signed-in user.",application
Microsoft Graph,PublicKeyInfrastructure.Read.All,Read all certificate based authentication configurations,214fda0c-514a-4650-b037-b562b1a66124,"Allows the application to read  certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user.",application
Microsoft Graph,PublicKeyInfrastructure.ReadWrite.All,Read and write all certificate based authentication configurations,a2b63618-5350-462d-b1b3-ba6eb3684e26,"Allows the application to read and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, without a signed-in user.",application
Microsoft Graph,QnA.Read.All,Read all Question and Answers ,ee49e170-1dd1-4030-b44c-61ad6e98f743,"Allows an app to read all question and answers, without a signed-in user.",application
Microsoft Graph,RecordsManagement.Read.All,"Read Records Management configuration,??labels and policies",ac3a2b8e-03a3-4da9-9ce0-cbe28bf1accd,"Allows the application to read any data from Records Management, such as configuration, labels, and policies without the signed in user.",application
Microsoft Graph,RecordsManagement.ReadWrite.All,"Read and write Records Management configuration, labels and policies",eb158f57-df43-4751-8b21-b8932adb3d34,"Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies without the signed in user.",application
Microsoft Graph,Reports.Read.All,Read all usage reports,230c1aed-a721-4c5d-9cb4-a90514e508ef,Allows an app to read all service usage reports without a signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory.,application
Microsoft Graph,ReportSettings.Read.All,Read all admin report settings,ee353f83-55ef-4b78-82da-555bfa2b4b95,"Allows the app to read all admin report settings, such as whether to display concealed information in reports, without a signed-in user.",application
Microsoft Graph,ReportSettings.ReadWrite.All,Read and write all admin report settings,2a60023f-3219-47ad-baa4-40e17cd02a1d,"Allows the app to read and update all admin report settings, such as whether to display concealed information in reports, without a signed-in user.",application
Microsoft Graph,ResourceSpecificPermissionGrant.ReadForUser.All,Read all resource specific permissions granted on user accounts,acfca4d5-f49f-40ed-9648-84068b474c73,"Allows the app to read all resource specific permissions granted on user accounts, without a signed-in user.",application
Microsoft Graph,RoleAssignmentSchedule.Read.Directory,Read all active role assignments and role schedules for your company's directory,d5fe8ce8-684c-4c83-a52c-46e882ce4be1,"Allows the app to read the active role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles.",application
Microsoft Graph,RoleAssignmentSchedule.ReadWrite.Directory,"Read, update, and delete all policies for privileged role assignments of your company's directory",dd199f4a-f148-40a4-a2ec-f0069cc799ec,"Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user.",application
Microsoft Graph,RoleEligibilitySchedule.Read.Directory,Read all eligible role assignments and role schedules for your company's directory,ff278e11-4a33-4d0c-83d2-d01dc58929a5,"Allows the app to read the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes reading directory role templates, and directory roles.",application
Microsoft Graph,RoleEligibilitySchedule.ReadWrite.Directory,"Read, update, and delete all eligible role assignments and schedules for your company's directory",fee28b28-e1f3-4841-818e-2704dc62245f,"Allows the app to read and manage the eligible role-based access control (RBAC) assignments and schedules for your company's directory, without a signed-in user. This includes managing eligible directory role membership, and reading directory role templates, directory roles and eligible memberships.",application
Microsoft Graph,RoleManagement.Read.All,Read role management data for all RBAC providers,c7fbd983-d9aa-4fa7-84b8-17382c103bc4,Allows the app to read role-based access control (RBAC) settings for all RBAC providers without a signed-in user. This includes reading role definitions and role assignments.,application
Microsoft Graph,RoleManagement.Read.CloudPC,Read Cloud PC RBAC settings,031a549a-bb80-49b6-8032-2068448c6a3c,"Allows the app to read the Cloud PC role-based access control (RBAC) settings, without a signed-in user.",application
Microsoft Graph,RoleManagement.Read.Directory,Read all directory RBAC settings,483bed4a-2ad3-4361-a73b-c83ccdbdc53c,"Allows the app to read the role-based access control (RBAC) settings for your company's directory, without a signed-in user.  This includes reading directory role templates, directory roles and memberships.",application
Microsoft Graph,RoleManagement.Read.Exchange,Read Exchange Online RBAC configuration,c769435f-f061-4d0b-8ff1-3d39870e5f85,"Allows the app to read the role-based access control (RBAC) configuration for your organization's Exchange Online service, without a signed-in user. This includes reading Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",application
Microsoft Graph,RoleManagement.ReadWrite.CloudPC,Read and write all Cloud PC RBAC settings,274d0592-d1b6-44bd-af1d-26d259bcb43a,"Allows the app to read and manage the Cloud PC role-based access control (RBAC) settings, without a signed-in user. This includes reading and managing Cloud PC role definitions and memberships.",application
Microsoft Graph,RoleManagement.ReadWrite.Directory,Read and write all directory RBAC settings,9e3f62cf-ca93-4989-b6ce-bf83c28f9fe8,"Allows the app to read and manage the role-based access control (RBAC) settings for your company's directory, without a signed-in user. This includes instantiating directory roles and managing directory role membership, and reading directory role templates, directory roles and memberships.",application
Microsoft Graph,RoleManagement.ReadWrite.Exchange,Read and write Exchange Online RBAC configuration,025d3225-3f02-4882-b4c0-cd5b541a4e80,"Allows the app to read and manage the role-based access control (RBAC) settings for your organization's Exchange Online service, without a signed-in user. This includes reading, creating, updating, and deleting Exchange management role definitions, role groups, role group membership, role assignments, management scopes, and role assignment policies.",application
Microsoft Graph,RoleManagementAlert.Read.Directory,Read all alert data for your company's directory,ef31918f-2d50-4755-8943-b8638c0a077e,"Allows the app to read all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.",application
Microsoft Graph,RoleManagementAlert.ReadWrite.Directory,"Read all alert data, configure alerts, and take actions on all alerts for your company's directory",11059518-d6a6-4851-98ed-509268489c4a,"Allows the app to read and manage all role-based access control (RBAC) alerts for your company's directory, without a signed-in user. This includes managing alert settings, initiating alert scans, dimissing alerts, remediating alert incidents, and reading alert statuses, alert definitions, alert configurations and incidents that lead to an alert.",application
Microsoft Graph,RoleManagementPolicy.Read.AzureADGroup,Read all policies in PIM for Groups,69e67828-780e-47fd-b28c-7b27d14864e6,"Allows the app to read policies in Privileged Identity Management for Groups, without a signed-in user.",application
Microsoft Graph,RoleManagementPolicy.Read.Directory,Read all policies for privileged role assignments of your company's directory,fdc4c997-9942-4479-bfcb-75a36d1138df,"Allows the app to read policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user.",application
Microsoft Graph,RoleManagementPolicy.ReadWrite.AzureADGroup,"Read, update, and delete all policies in PIM for Groups",b38dcc4d-a239-4ed6-aa84-6c65b284f97c,"Allows the app to read, update, and delete policies in Privileged Identity Management for Groups, without a signed-in user.",application
Microsoft Graph,RoleManagementPolicy.ReadWrite.Directory,"Read, update, and delete all policies for privileged role assignments of your company's directory",31e08e0a-d3f7-4ca2-ac39-7343fb83e8ad,"Allows the app to read, update, and delete policies for privileged role-based access control (RBAC) assignments of your company's directory, without a signed-in user.",application
Microsoft Graph,Schedule-WorkingTime.ReadWrite.All,Trigger working time policies and read the working time status,0b21c159-dbf4-4dbb-a6f6-490e412c716e,"Allows the app to trigger the working time policies and read the working time status for other users in your organization, without a signed-in user.",application
Microsoft Graph,Schedule.Read.All,Read all schedule items,7b2ebf90-d836-437f-b90d-7b62722c4456,"Allows the app to read all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.",application
Microsoft Graph,Schedule.ReadWrite.All,Read and write all schedule items,b7760610-0545-4e8a-9ec3-cce9e63db01c,"Allows the app to manage all schedules, schedule groups, shifts and associated entities in the Teams or Shifts application without a signed-in user.",application
Microsoft Graph,SchedulePermissions.ReadWrite.All,Read/Write schedule permissions for a role,7239b71d-b402-4150-b13d-78ecfe8df441,Allows the app to read/write schedule permissions for a specific role in Shifts application without a signed-in user.,application
Microsoft Graph,SearchConfiguration.Read.All,Read your organization's search configuration,ada977a5-b8b1-493b-9a91-66c206d76ecf,"Allows the app to read search configurations, without a signed-in user.",application
Microsoft Graph,SearchConfiguration.ReadWrite.All,Read and write your organization's search configuration,0e778b85-fefa-466d-9eec-750569d92122,"Allows the app to read and write search configurations, without a signed-in user.",application
Microsoft Graph,SecurityActions.Read.All,Read your organization's security actions,5e0edab9-c148-49d0-b423-ac253e121825,"Allows the app to read security actions, without a signed-in user.",application
Microsoft Graph,SecurityActions.ReadWrite.All,Read and update your organization's security actions,f2bf083f-0179-402a-bedb-b2784de8a49b,"Allows the app to read or update security actions, without a signed-in user.",application
Microsoft Graph,SecurityAlert.Read.All,Read all security alerts,472e4a4d-bb4a-4026-98d1-0b0d74cb74a5,"Allows the app to read all security alerts, without a signed-in user.",application
Microsoft Graph,SecurityAlert.ReadWrite.All,Read and write to all security alerts,ed4fca05-be46-441f-9803-1873825f8fdb,"Allows the app to read and write to all security alerts, without a signed-in user.",application
Microsoft Graph,SecurityAnalyzedMessage.Read.All,Read metadata and detection details for all emails in your organization,b48f7ac2-044d-4281-b02f-75db744d6f5f,"Read email metadata and security detection details, without a signed-in user.  ",application
Microsoft Graph,SecurityAnalyzedMessage.ReadWrite.All,"Read metadata, detection details, and execute remediation actions on all emails in your organization",04c55753-2244-4c25-87fc-704ab82a4f69,"Read email metadata and security detection details, and execute remediation actions like deleting an email, without a signed-in user.",application
Microsoft Graph,SecurityEvents.Read.All,Read your organization???s security events,bf394140-e372-4bf9-a898-299cfc7564e5,Allows the app to read your organization???s security events without a signed-in user.,application
Microsoft Graph,SecurityEvents.ReadWrite.All,Read and update your organization???s security events,d903a879-88e0-4c09-b0c9-82f6a1333f84,Allows the app to read your organization???s security events without a signed-in user. Also allows the app to update editable properties in security events.,application
Microsoft Graph,SecurityIdentitiesHealth.Read.All,Read all identity security health issues,f8dcd971-5d83-4e1e-aa95-ef44611ad351,Allows the app to read all the identity security health issues without a signed-in user.,application
Microsoft Graph,SecurityIdentitiesHealth.ReadWrite.All,Read and write all identity security health issues,ab03ddd5-7ae4-4f2e-8af8-86654f7e0a27,Allows the app to read and write identity security health issues without a signed-in user.,application
Microsoft Graph,SecurityIncident.Read.All,Read all security incidents,45cc0394-e837-488b-a098-1918f48d186c,"Allows the app to read all security incidents, without a signed-in user.",application
Microsoft Graph,SecurityIncident.ReadWrite.All,Read and write to all security incidents,34bf0e97-1971-4929-b999-9e2442d941d7,"Allows the app to read and write to all security incidents, without a signed-in user.",application
Microsoft Graph,ServiceActivity-Exchange.Read.All,Read all Exchange service activity,2b655018-450a-4845-81e7-d603b1ebffdb,"Allows the app to read all Exchange service activity, without a signed-in user.",application
Microsoft Graph,ServiceActivity-Microsoft365Web.Read.All,Read all Microsoft 365 Web service activity,c766cb16-acc4-4663-ba09-6eedef5876c5,"Allows the app to read all Microsoft 365 Web service activity, without a signed-in user.",application
Microsoft Graph,ServiceActivity-OneDrive.Read.All,Read all One Drive service activity,57b4f899-b8c5-47c7-bdd3-c410c55602b7,"Allows the app to read all One Drive service activity, without a signed-in user.",application
Microsoft Graph,ServiceActivity-Teams.Read.All,Read all Teams service activity,4dfee10b-fa4a-41b5-b34d-ccf54cc0c394,"Allows the app to read all Teams service activity, without a signed-in user.",application
Microsoft Graph,ServiceHealth.Read.All,Read service health,79c261e0-fe76-4144-aad5-bdc68fbe4037,"Allows the app to read your tenant's service health information, without a signed-in user. Health information may include service issues or service health overviews.",application
Microsoft Graph,ServiceMessage.Read.All,Read service messages,1b620472-6534-4fe6-9df2-4680e8aa28ec,"Allows the app to read your tenant's service announcement messages, without a signed-in user. Messages may include information about new or changed features.",application
Microsoft Graph,ServicePrincipalEndpoint.Read.All,Read service principal endpoints,5256681e-b7f6-40c0-8447-2d9db68797a0,Allows the app to read service principal endpoints,application
Microsoft Graph,ServicePrincipalEndpoint.ReadWrite.All,Read and update service principal endpoints,89c8469c-83ad-45f7-8ff2-6e3d4285709e,Allows the app to update service principal endpoints,application
Microsoft Graph,SharePointTenantSettings.Read.All,Read SharePoint and OneDrive tenant settings,83d4163d-a2d8-4d3b-9695-4ae3ca98f888,"Allows the application to read the tenant-level settings of SharePoint and OneDrive, without a signed-in user.",application
Microsoft Graph,SharePointTenantSettings.ReadWrite.All,Read and change SharePoint and OneDrive tenant settings,19b94e34-907c-4f43-bde9-38b1909ed408,"Allows the application to read and change the tenant-level settings of SharePoint and OneDrive, without a signed-in user.",application
Microsoft Graph,ShortNotes.Read.All,Read all users' short notes,0c7d31ec-31ca-4f58-b6ec-9950b6b0de69,Allows the app to read all the short notes without a signed-in user.,application
Microsoft Graph,ShortNotes.ReadWrite.All,"Read, create, edit, and delete all users' short notes",842c284c-763d-4a97-838d-79787d129bab,"Allows the app to read, create, edit, and delete all the short notes without a signed-in user.",application
Microsoft Graph,Sites.FullControl.All,Have full control of all site collections,a82116e5-55eb-4c41-a434-62fe8a61c773,Allows the app to have full control of all site collections without a signed in user.,application
Microsoft Graph,Sites.Manage.All,"Create, edit, and delete items and lists in all site collections",0c0bf378-bf22-4481-8f81-9e89a9b4960a,Allows the app to create or delete document libraries and lists in all site collections without a signed in user.,application
Microsoft Graph,Sites.Read.All,Read items in all site collections ,332a536c-c7ef-4017-ab91-336970924f0d,Allows the app to read documents and list items in all site collections without a signed in user.,application
Microsoft Graph,Sites.ReadWrite.All,Read and write items in all site collections,9492366f-7969-46a4-8d15-ed1a20078fff,"Allows the app to create, read, update, and delete documents and list items in all site collections without a signed in user.",application
Microsoft Graph,Sites.Selected,Access selected site collections,883ea226-0bf2-4a8f-9f9d-92c9162a727d,Allow the application to access a subset of site collections without a signed in user.????The specific site collections and the permissions granted will be configured in SharePoint Online.,application
Microsoft Graph,SpiffeTrustDomain.Read.All,Read SPIFFE trust domains and child resources,dcdfc277-41fd-4d68-ad0c-c3057235bd8e,Allows the app to read your organization's SPIFFE trust domains and child resources without a signed in user.,application
Microsoft Graph,SpiffeTrustDomain.ReadWrite.All,Read and write SPIFFE trust domains and child resources,17b78cfd-eeff-447d-8bab-2795af00055a,Allows the app to read and write your organization's SPIFFE trust domains and child resources without a signed in user.,application
Microsoft Graph,SubjectRightsRequest.Read.All,Read??all subject??rights requests,ee1460f0-368b-4153-870a-4e1ca7e72c42,Allows??the??app??to??read??subject??rights requests??without a??signed-in??user.,application
Microsoft Graph,SubjectRightsRequest.ReadWrite.All,Read??and??write??all subject??rights requests,8387eaa4-1a3c-41f5-b261-f888138e6041,Allows??the??app??to??read??and??write subject??rights requests??without a signed in user.,application
Microsoft Graph,Synchronization.Read.All,Read all Azure AD synchronization data. ,5ba43d2f-fa88-4db2-bd1c-a67c5f0fb1ce,"Allows the application to read Azure AD synchronization information, without a signed-in user.",application
Microsoft Graph,Synchronization.ReadWrite.All,Read and write all Azure AD synchronization data. ,9b50c33d-700f-43b1-b2eb-87e89b703581,"Allows the application to configure the Azure AD synchronization service, without a signed-in user.",application
Microsoft Graph,SynchronizationData-User.Upload,Upload user data to the identity synchronization service,db31e92a-b9ea-4d87-bf6a-75a37a9ca35a,"Allows the application to upload bulk user data to the identity synchronization service, without a signed-in user.",application
Microsoft Graph,Tasks.Read.All,Read all users??? tasks and tasklist,f10e1f91-74ed-437f-a6fd-d6ae88e26c1f,"Allows the app to read all users??? tasks and task lists in your organization, without a signed-in user.",application
Microsoft Graph,Tasks.ReadWrite.All,Read and write all users??? tasks and tasklists,44e666d1-d276-445b-a5fc-8815eeb81d55,"Allows the app to create, read, update and delete all users??? tasks and task lists in your organization, without a signed-in user",application
Microsoft Graph,Team.Create,Create teams,23fc2474-f741-46ce-8465-674744c5c361,Allows the app to create teams without a signed-in user.??,application
Microsoft Graph,Team.ReadBasic.All,Get a list of all teams,2280dda6-0bfd-44ee-a2f4-cb867cfc4c1e,"Get a list of all teams, without a signed-in user.",application
Microsoft Graph,TeamMember.Read.All,Read the members of all teams,660b7406-55f1-41ca-a0ed-0b035e182f3e,"Read the members of all teams, without a signed-in user.",application
Microsoft Graph,TeamMember.ReadWrite.All,Add and remove members from all teams,0121dc95-1b9f-4aed-8bac-58c5ac466691,"Add and remove members from all teams, without a signed-in user. Also allows changing a team member's role, for example from owner to non-owner.",application
Microsoft Graph,TeamMember.ReadWriteNonOwnerRole.All,Add and remove members with non-owner role for all teams,4437522e-9a86-4a41-a7da-e380edd4a97d,"Add and remove members from all teams, without a signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.",application
