API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,Chat.ReadBasic,Read names and members of your chat threads,9547fcb5-d03f-419d-9948-5928bbf71b0f,"Allows an app to read the members and descriptions of one-to-one and group chat threads, on your behalf.",delegated
Microsoft Graph,Chat.ReadWrite,Read and write your chat messages,9ff7295e-131b-4d94-90e1-69fde507ac11,"Allows an app to read and write your 1 on 1 or group chat messages in Microsoft Teams, on your behalf.",delegated
Microsoft Graph,Chat.ReadWrite.All,Read and write all chat messages,7e9a077b-3711-42b9-b7cb-5fa5f3f7fea7,"Allows an app to read and write all one-to-one and group chats in Microsoft Teams, without a signed-in user. Does not allow sending messages.",delegated
Microsoft Graph,ChatMember.Read,Read the members of chats,c5a9e2b1-faf6-41d4-8875-d381aa549b24,"Read the members of chats, on your behalf.",delegated
Microsoft Graph,ChatMember.ReadWrite,Add and remove members from chats,dea13482-7ea6-488f-8b98-eb5bbecf033d,"Add and remove members from chats, on your behalf.",delegated
Microsoft Graph,ChatMessage.Read,Read user chat messages,cdcdac3a-fd45-410d-83ef-554db620e5c7,"Allows an app to read one-to-one or group chat messages in Microsoft Teams, on your behalf.",delegated
Microsoft Graph,ChatMessage.Send,Send chat messages,116b7235-7cc6-461e-b163-8e55691d839e,"Allows an app to send one-to-one and group chat messages in Microsoft Teams, on your behalf.",delegated
Microsoft Graph,CloudApp-Discovery.Read.All,Read discovered cloud application data,ad46d60e-1027-4b75-af88-7c14ccf43a19,"Allows the app to read details of discovered cloud apps in the organization, on your behalf.",delegated
Microsoft Graph,CloudPC.Read.All,Read Cloud PCs,5252ec4e-fd40-4d92-8c68-89dd1d3c6110,"Allows the app to read the properties of Cloud PCs, on your behalf.",delegated
Microsoft Graph,CloudPC.ReadWrite.All,Read and write Cloud PCs,9d77138f-f0e2-47ba-ab33-cd246c8b79d1,"Allows the app to read and write the properties of Cloud PCs, on your behalf.",delegated
Microsoft Graph,Community.Read.All,Read all Viva Engage communities,12ae2e92-14b5-47b2-babb-4e890bbedc0a,"Allows the app to list Viva Engage communities, and to read their properties on your behalf.",delegated
Microsoft Graph,Community.ReadWrite.All,Read and write all Viva Engage communities,9e69467d-e0e2-402b-a926-3d796990197f,Allows the app to create Viva Engage communities and read all community properties on your behalf.,delegated
Microsoft Graph,ConsentRequest.Create,Create consent requests,f2143d35-9b4b-480d-951c-d083e69eeb2c,Allows the app to create consent requests on your behalf.,delegated
Microsoft Graph,ConsentRequest.Read,Read your consent requests,5942b2f6-5a7b-40af-aa37-4b6ea5447506,"Allows the app to read consent requests and approvals that you created, on your behalf.",delegated
Microsoft Graph,ConsentRequest.Read.All,Read consent requests,f3bfad56-966e-4590-a536-82ecf548ac1e,"Allows the app to read consent requests and approvals, on your behalf.",delegated
Microsoft Graph,ConsentRequest.ReadApprove.All,Read and approve consent requests,e694a3a1-7878-46d8-8c29-3d195f6589f4,"Allows the app to read and approve consent requests, on your behalf.",delegated
Microsoft Graph,ConsentRequest.ReadWrite.All,Read and write consent requests,497d9dfa-3bd1-481a-baab-90895e54568c,"Allows the app to read app consent requests for your approval, and deny or approve those request on your behalf.",delegated
Microsoft Graph,Contacts.Read,Read your contacts ,ff74d97f-43af-4b68-9f2a-b77ee6968c5d,Allows the app to read contacts in your contact folders. ,delegated
Microsoft Graph,Contacts.Read.Shared,Read your and shared contacts,242b9d9e-ed24-4d09-9a52-f43769beb9d4,"Allows the app to read contacts you have permissions to access, including your own and shared contacts.",delegated
Microsoft Graph,Contacts.ReadWrite,Have full access of your contacts ,d56682ec-c09e-4743-aaf4-1a3aac4caa21,"Allows the app to read, update, create and delete contacts in your contact folders. ",delegated
Microsoft Graph,Contacts.ReadWrite.Shared,Read and write to your and shared contacts,afb6c84b-06be-49af-80bb-8f3f77004eab,"Allows the app to read, update, create, and delete contacts you have permissions to access, including your own and shared contacts.",delegated
Microsoft Graph,CrossTenantInformation.ReadBasic.All,Read cross-tenant basic information,81594d25-e88e-49cf-ac8c-fecbff49f994,Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem on your behalf.,delegated
Microsoft Graph,CrossTenantUserProfileSharing.Read,Read shared cross-tenant user profile and export data,cb1ba48f-d22b-4325-a07f-74135a62ee41,"Allows the application to list and query shared user profile information associated with the current tenant on your behalf.?? It also permits the application to export your external user data (e.g. customer content or system-generated logs), associated with the current tenant on your behalf.",delegated
Microsoft Graph,CrossTenantUserProfileSharing.Read.All,Read any shared cross-tenant user profiles and export data,759dcd16-3c90-463c-937e-abf89f991c18,"Allows the application to list and query any shared user profile information associated with the current tenant on your behalf.?? It also permits the application to export external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on your behalf.",delegated
Microsoft Graph,CrossTenantUserProfileSharing.ReadWrite,Read shared cross-tenant user profile and export or delete data,eed0129d-dc60-4f30-8641-daf337a39ffd,"Allows the application to list and query shared user profile information associated with the current tenant on your behalf.?? It also permits the application to export and remove your external user data (e.g. customer content or system-generated logs), associated with the current tenant on your behalf.",delegated
Microsoft Graph,CrossTenantUserProfileSharing.ReadWrite.All,Read any shared cross-tenant user profiles and export or delete data,64dfa325-cbf8-48e3-938d-51224a0cac01,"Allows the application to list and query any shared user profile information associated with the current tenant on your behalf.?? It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on your behalf.",delegated
Microsoft Graph,CustomAuthenticationExtension.Read.All,Read your organization's custom authentication extensions,b2052569-c98c-4f36-a5fb-43e5c111e6d0,Allows the app to read your organization's custom authentication extensions on your behalf.,delegated
Microsoft Graph,CustomAuthenticationExtension.ReadWrite.All,Read and write your organization's custom authentication extensions,8dfcf82f-15d0-43b3-bc78-a958a13a5792,Allows the app to read or write your organization's custom authentication extensions on your behalf.,delegated
Microsoft Graph,CustomDetection.Read.All,Read custom detection rules,b13ff42e-f321-4d7d-a462-141c46a1b832,Allows the app to read custom detection rules on your behalf.,delegated
Microsoft Graph,CustomDetection.ReadWrite.All,Read and write custom detection rules,c34088fb-0649-4714-af0b-bcbfec155897,Allows the app to read and write custom detection rules on your behalf.,delegated
Microsoft Graph,CustomSecAttributeAssignment.Read.All,Read custom security attribute assignments,b46ffa80-fe3d-4822-9a1a-c200932d54d0,Allows the app to read custom security attribute assignments for all principals in the tenant on your behalf.,delegated
Microsoft Graph,CustomSecAttributeAssignment.ReadWrite.All,Read and write custom security attribute assignments,ca46335e-8453-47cd-a001-8459884efeae,Allows the app to read and write custom security attribute assignments for all principals in the tenant on your behalf.,delegated
Microsoft Graph,CustomSecAttributeAuditLogs.Read.All,Read custom security attribute audit logs,1fcdeaab-b519-44dd-bffc-ed1fd15a24e0,Allows the app to read custom security attributes audit logs on your behalf.,delegated
Microsoft Graph,CustomSecAttributeDefinition.Read.All,Read custom security attribute definitions,ce026878-a0ff-4745-a728-d4fedd086c07,Allows the app to read custom security attribute definitions for the tenant on your behalf.,delegated
Microsoft Graph,CustomSecAttributeDefinition.ReadWrite.All,Read and write custom security attribute definitions,8b0160d4-5743-482b-bb27-efc0a485ca4a,Allows the app to read and write custom security attribute definitions for the tenant on your behalf.,delegated
Microsoft Graph,CustomTags.Read.All,Read all custom tags data,de6ea87d-10bd-467c-8682-d525a0c61b89,Read custom tags data on your behalf,delegated
Microsoft Graph,CustomTags.ReadWrite.All,Read and write all custom tags data,2f1bbe0a-f34b-4efb-9edb-8db8dcb50eca,Read and write custom tags data on your behalf,delegated
Microsoft Graph,DelegatedAdminRelationship.Read.All,Read Delegated Admin relationships with customers,0c0064ea-477b-4130-82a5-4c2cc4ff68aa,Allows the app to read details of Delegated Admin relationships with customers like access details (that includes roles) and the duration as well as specific role assignments to security groups on your behalf.,delegated
Microsoft Graph,DelegatedAdminRelationship.ReadWrite.All,Manage Delegated Admin relationships with customers,885f682f-a990-4bad-a642-36736a74b0c7,Allows the app to manage (create-update-terminate) Delegated Admin relationships with customers and role assignments to security groups for active Delegated Admin relationships on your behalf.,delegated
Microsoft Graph,DelegatedPermissionGrant.Read.All,Read delegated permission grants,a197cdc4-a8e8-4d49-9d35-4ca7c83887b4,"Allows the app to read delegated permission grants, on your behalf.",delegated
Microsoft Graph,DelegatedPermissionGrant.ReadWrite.All,Manage all delegated permission grants,41ce6ca6-6826-4807-84f1-1c82854f7ee5,"Allows the app to manage permission grants for delegated permissions exposed by any API (including Microsoft Graph), on your behalf. ",delegated
Microsoft Graph,Device.Command,Communicate with your other devices,bac3b9c2-b516-4ef4-bd3b-c2ef73d8d804,Allows the app to launch another app or communicate with another app on a device that you own.,delegated
Microsoft Graph,Device.Read,View your list of devices,11d4cd79-5ba5-460f-803f-e22c8ab85ccd,Allows the app to see your list of devices.,delegated
Microsoft Graph,Device.Read.All,Read all devices,951183d1-1a61-466f-a6d1-1fde911bfd95,Allows the app to read devices' configuration information on your behalf.,delegated
Microsoft Graph,DeviceLocalCredential.Read.All,Read device local credential passwords,280b3b69-0437-44b1-bc20-3b2fca1ee3e9,"Allows the app to read device local credential properties including passwords, on your behalf.",delegated
Microsoft Graph,DeviceLocalCredential.ReadBasic.All,Read device local credential properties,9917900e-410b-4d15-846e-42a357488545,"Allows the app to read device local credential properties excluding passwords, on your behalf.",delegated
Microsoft Graph,DeviceManagementApps.Read.All,Read Microsoft Intune apps,4edf5f54-4666-44af-9de9-0144fb4b6e8c,"Allows the app to read the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.",delegated
Microsoft Graph,DeviceManagementApps.ReadWrite.All,Read and write Microsoft Intune apps,7b3f05d5-f68c-4b8d-8c59-a2ecd12f24af,"Allows the app to read and write the properties, group assignments and status of apps, app configurations and app protection policies managed by Microsoft Intune.",delegated
Microsoft Graph,DeviceManagementConfiguration.Read.All,Read Microsoft Intune Device Configuration and Policies,f1493658-876a-4c87-8fa7-edb559b3476a,Allows the app to read properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups.,delegated
Microsoft Graph,DeviceManagementConfiguration.ReadWrite.All,Read and write Microsoft Intune Device Configuration and Policies,0883f392-0a7a-443d-8c76-16a6d39c7b63,Allows the app to read and write properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups.,delegated
Microsoft Graph,DeviceManagementManagedDevices.PrivilegedOperations.All,Perform user-impacting remote actions on Microsoft Intune devices,3404d2bf-2b13-457e-a330-c24615765193,Allows the app to perform remote high impact actions such as wiping the device or resetting the passcode on devices managed by Microsoft Intune.,delegated
Microsoft Graph,DeviceManagementManagedDevices.Read.All,Read devices Microsoft Intune devices,314874da-47d6-4978-88dc-cf0d37f0bb82,Allows the app to read the properties of devices managed by Microsoft Intune.,delegated
Microsoft Graph,DeviceManagementManagedDevices.ReadWrite.All,Read and write Microsoft Intune devices,44642bfe-8385-4adc-8fc6-fe3cb2c375c3,Allows the app to read and write the properties of devices managed by Microsoft Intune. Does not allow high impact operations such as remote wipe and password reset on the device???s owner.,delegated
Microsoft Graph,DeviceManagementRBAC.Read.All,Read Microsoft Intune RBAC settings,49f0cc30-024c-4dfd-ab3e-82e137ee5431,Allows the app to read the properties relating to the Microsoft Intune Role-Based Access Control (RBAC) settings.,delegated
Microsoft Graph,DeviceManagementRBAC.ReadWrite.All,Read and write Microsoft Intune RBAC settings,0c5e8a55-87a6-4556-93ab-adc52c4d862d,Allows the app to read and write the properties relating to the Microsoft Intune Role-Based Access Control (RBAC) settings.,delegated
Microsoft Graph,DeviceManagementServiceConfig.Read.All,Read Microsoft Intune configuration,8696daa5-bce5-4b2e-83f9-51b6defc4e1e,Allows the app to read Microsoft Intune service properties including device enrollment and third party service connection configuration.,delegated
Microsoft Graph,DeviceManagementServiceConfig.ReadWrite.All,Read and write Microsoft Intune configuration,662ed50a-ac44-4eef-ad86-62eed9be2a29,Allows the app to read and write Microsoft Intune service properties including device enrollment and third party service connection configuration.,delegated
Microsoft Graph,Directory.AccessAsUser.All,Access the directory as you,0e263e50-5827-48a4-b97c-d940288653c7,Allows the app to have the same access to information in your work or school directory as you do.,delegated
Microsoft Graph,Directory.Read.All,Read directory data,06da0dbc-49e2-44d2-8312-53f166ab848a,Allows the app to read data in your organization's directory.,delegated
Microsoft Graph,Directory.ReadWrite.All,Read and write directory data,c5366453-9fb0-48a5-a156-24f0c49a4b84,"Allows the app to read and write data in your organization's directory, such as other users, groups.  It does not allow the app to delete users or groups, or reset user passwords.",delegated
Microsoft Graph,Directory.Write.Restricted,Manage restricted resources in the directory,cba5390f-ed6a-4b7f-b657-0efc2210ed20,"Allows the app to manage restricted resources based on the other permissions granted to the app, on your behalf.",delegated
Microsoft Graph,DirectoryRecommendations.Read.All,Read Azure AD recommendations,34d3bd24-f6a6-468c-b67c-0c365c1d6410,"Allows the app to read Azure AD recommendations, on your behalf.",delegated
Microsoft Graph,DirectoryRecommendations.ReadWrite.All,Read and update Azure AD recommendations,f37235e8-90a0-4189-93e2-e55b53867ccd,"Allows the app to read and update Azure AD recommendations, on your behalf.",delegated
Microsoft Graph,Domain.Read.All,Read domains.,2f9ee017-59c1-4f1d-9472-bd5529a7b311,Allows the app to read all domain properties on your behalf.,delegated
Microsoft Graph,Domain.ReadWrite.All,Read and write domains,0b5d694c-a244-4bde-86e6-eb5cd07730fe,"Allows the app to read and write all domain properties on your behalf. Also allows the app to add, verify and remove domains.",delegated
Microsoft Graph,EAS.AccessAsUser.All,Access your mailboxes,ff91d191-45a0-43fd-b837-bd682c4a0b0f,Allows the app full access to your mailboxes on your behalf.,delegated
Microsoft Graph,eDiscovery.Read.All,Read all eDiscovery objects,99201db3-7652-4d5a-809a-bdb94f85fe3c,"Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects on your behalf.",delegated
Microsoft Graph,eDiscovery.ReadWrite.All,Read and write all eDiscovery objects,acb8f680-0834-4146-b69e-4ab1b39745ad,"Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects on your behalf.",delegated
Microsoft Graph,EduAdministration.Read,View your education app settings,8523895c-6081-45bf-8a5d-f062a2f12c9f,Allows the app to view the state and settings of all Microsoft education apps on your behalf.,delegated
Microsoft Graph,EduAdministration.ReadWrite,Manage your education app settings,63589852-04e3-46b4-bae9-15d5b1050748,Allows the app to manage the state and settings of all Microsoft education apps on your behalf.,delegated
Microsoft Graph,EduAssignments.Read,View your assignments and grades,091460c9-9c4a-49b2-81ef-1f3d852acce2,Allows the app to view your assignments on your behalf including grades.,delegated
Microsoft Graph,EduAssignments.ReadBasic,View your assignments without grades,c0b0103b-c053-4b2e-9973-9f3a544ec9b8,Allows the app to view your assignments on your behalf without seeing grades.,delegated
Microsoft Graph,EduAssignments.ReadWrite,View and modify your assignments and grades,2f233e90-164b-4501-8bce-31af2559a2d3,Allows the app to view and modify your assignments on your behalf including ??grades.,delegated
Microsoft Graph,EduAssignments.ReadWriteBasic,View and modify your assignments without grades,2ef770a1-622a-47c4-93ee-28d6adbed3a0,Allows the app to view and modify your assignments on your behalf without seeing grades.,delegated
Microsoft Graph,EduCurricula.Read,Read your class modules and resources,484859e8-b9e2-4e92-b910-84db35dadd29,Allows the app to read modules and resources on your behalf.,delegated
Microsoft Graph,EduCurricula.ReadWrite,Read and write your class modules and resources,4793c53b-df34-44fd-8d26-d15c517732f5,Allows the app to read and write modules and resources on your behalf.,delegated
Microsoft Graph,EduRoster.Read,"View your school, class and user information",a4389601-22d9-4096-ac18-36a927199112,Allows the app to view information about schools and classes in your organization and education-related information about you and other users on your behalf.,delegated
Microsoft Graph,EduRoster.ReadBasic,"View a limited subset of your school, class and user information",5d186531-d1bf-4f07-8cea-7c42119e1bd9,Allows the app to view minimal ??information about both schools and classes in your organization and education-related information about you and other users on your behalf.,delegated
Microsoft Graph,EduRoster.ReadWrite,"View and modify your school, class and user information",359e19a6-e3fa-4d7f-bcab-d28ec592b51e,Allows the app to view and modify information about schools and classes in your organization and education-related information about you and other users on your behalf.,delegated
Microsoft Graph,email,View your email address,64a6cdd6-aab1-4aaf-94b8-3cc8405e90d0,Allows the app to read your primary email address,delegated
Microsoft Graph,EntitlementManagement.Read.All,Read all entitlement management resources,5449aa12-1393-4ea2-a7c7-d0e06c1a56b2,Allows the app to read access packages and related entitlement management resources that you have access to.,delegated
Microsoft Graph,EntitlementManagement.ReadWrite.All,Read and write entitlement management resources,ae7a573d-81d7-432b-ad44-4ed5c9d89038,Allows the app to request access to and management of access packages and related entitlement management resources that you have access to.,delegated
Microsoft Graph,EntitlementMgmt-SubjectAccess.ReadWrite,Read and write self-service entitlement management resources,e9fdcbbb-8807-410f-b9ec-8d5468c7c2ac,Allows the app to create and manage self-service entitlement management resources that you have access to.  This includes operations such as requesting access and approving access for others.,delegated
Microsoft Graph,EventListener.Read.All,Read your organization's authentication event listeners,f7dd3bed-5eec-48da-bc73-1c0ef50bc9a1,Allows the app to read your organization's authentication event listeners on your behalf.,delegated
Microsoft Graph,EventListener.ReadWrite.All,Read and write your organization's authentication event listeners,d11625a6-fe21-4fc6-8d3d-063eba5525ad,Allows the app to read or write your organization's authentication event listeners on your behalf.,delegated
Microsoft Graph,EWS.AccessAsUser.All,Access your mailboxes,9769c687-087d-48ac-9cb3-c37dde652038,Allows the app full access to your mailboxes on your behalf.,delegated
Microsoft Graph,ExternalConnection.Read.All,Read all external connections,a38267a5-26b6-4d76-9493-935b7599116b,Allows the app to read all external connections on your behalf. The signed-in user must be an administrator.,delegated
Microsoft Graph,ExternalConnection.ReadWrite.All,Read and write all external connections,bbbbd9b3-3566-4931-ac37-2b2180d9e334,Allows the app to read and write all external connections on your behalf. The signed-in user must be an administrator.,delegated
Microsoft Graph,ExternalConnection.ReadWrite.OwnedBy,Read and write external connections,4082ad95-c812-4f02-be92-780c4c4f1830,"Allows the app to read and write external connections on your behalf. The signed-in user must be an administrator. The app can only read and write external connections that it is authorized to, or it can create new external connections. ",delegated
Microsoft Graph,ExternalItem.Read.All,Read items in external datasets,922f9392-b1b7-483c-a4be-0089be7704fb,Allows the app to read external datasets and content that you have access to.,delegated
Microsoft Graph,ExternalItem.ReadWrite.All,Read and write all external items,b02c54f8-eb48-4c50-a9f0-a149e5a2012f,Allows the app to read and write all external items on your behalf. The signed-in user must be an administrator.,delegated
Microsoft Graph,ExternalItem.ReadWrite.OwnedBy,Read and write external items,4367b9d7-cee7-4995-853c-a0bdfe95c1f9,Allows the app to read and write external items on your behalf. The signed-in user must be an administrator. The app can only read external items of the connection that it is authorized to.,delegated
Microsoft Graph,ExternalUserProfile.Read.All,Read external user profiles,47167bec-55a7-4caf-9ecc-8d4566e3cfb1,"Allows the app to read available properties of external user profiles, on your behalf.",delegated
Microsoft Graph,ExternalUserProfile.ReadWrite.All,Read and write external user profiles,c6068dc7-a791-46a4-a811-b8228e6649ab,"Allows the app to read and write available properties of external user profiles, on your behalf.",delegated
Microsoft Graph,Family.Read,Read your family info,3a1e4806-a744-4c70-80fc-223bf8582c46,"Allows the app to read your family information, members and their basic profile.",delegated
Microsoft Graph,Files.Read,Read your files,10465720-29dd-4523-a11a-6a75c743c9d9,Allows the app to read your files.,delegated
Microsoft Graph,Files.Read.All,Read all files that you have access to,df85f4d6-205c-4ac5-a5ea-6bf408dba283,Allows the app to read all files you can access.,delegated
Microsoft Graph,Files.Read.Selected,Read selected files,5447fe39-cb82-4c1a-b977-520e67e724eb,"(Preview) Allows the app to read files that you select. After you select a file, the app has access to the file for several hours.",delegated
Microsoft Graph,Files.ReadWrite,Have full access to your files,5c28f0bf-8a70-41f1-8ab2-9032436ddb65,"Allows the app to read, create, update, and delete your files.",delegated
Microsoft Graph,Files.ReadWrite.All,Have full access to all files you have access to,863451e7-0667-486c-a5d6-d135439485f0,"Allows the app to read, create, update and delete all files that you can access.",delegated
Microsoft Graph,Files.ReadWrite.AppFolder,Have full access to the application's folder,8019c312-3263-48e6-825e-2b833497195b,"(Preview) Allows the app to read, create, update and delete files in the application's folder.",delegated
Microsoft Graph,Files.ReadWrite.Selected,Read and write selected files,17dde5bd-8c17-420f-a486-969730c1b827,"(Preview) Allows the app to read and write files that you select. After you select a file, the app has access to the file for several hours.",delegated
Microsoft Graph,Files.SelectedOperations.Selected,"Access selected Files, on behalf of the signed-in user",ef2779dc-ef1b-4211-8310-8a0ac2450081,Allow the application to access files explicitly permissioned to the application on behalf of the signed in user.  The specific files and the permissions granted will be configured in SharePoint Online or OneDrive.,delegated
Microsoft Graph,FileStorageContainer.Selected,Access selected file storage containers,085ca537-6565-41c2-aca7-db852babc212,Allows the app to access a subset of Storage Containers on your behalf. The specific file storage containers and the permissions granted will be configured in Microsoft 365 by the developer of each container type.,delegated
Microsoft Graph,Financials.ReadWrite.All,Read and write financials data,f534bf13-55d4-45a9-8f3c-c92fe64d6131,Allows the app to read and write financials data on your behalf.,delegated
Microsoft Graph,Goals-Export.Read.All,Read all goals and export jobs that you have access to,092211d9-ca1a-427b-813e-b79c7653fe71,Allows the app to read all goals and export jobs you can access.,delegated
Microsoft Graph,Goals-Export.ReadWrite.All,"Read goals, create and read export jobs that you can access",2edeb9fd-4228-480c-a26d-2ed52011cf3d,"Allows the app to read goals, create and read export jobs that you can access.",delegated
Microsoft Graph,Group.Read.All,Read all groups,5f8c59db-677d-491f-a6b8-5f174b11ec1d,"Allows the app to list groups, and to read their properties and all group memberships on your behalf.  Also allows the app to read calendar, conversations, files, and other group content for all groups you can access.  ",delegated
Microsoft Graph,Group.ReadWrite.All,Read and write all groups,4e46008b-f24c-477d-8fff-7bb4ec7aafe0,Allows the app to create groups and read all group properties and memberships on your behalf.  Additionally allows the app to manage your groups and to update group content for groups you are a member of.,delegated
Microsoft Graph,GroupMember.Read.All,Read group memberships,bc024368-1153-4739-b217-4326f2e966d0,"Allows the app to list groups, read basic group properties and read membership of all your groups.",delegated
Microsoft Graph,GroupMember.ReadWrite.All,Read and write group memberships,f81125ac-d3b7-4573-a3b2-7099cc39df9e,"Allows the app to list groups, read basic properties, read and update the membership of your groups. Group properties and owners cannot be updated and groups cannot be deleted.",delegated
Microsoft Graph,HealthMonitoringAlert.Read.All,Read all alerts,74b4ff32-4917-4536-a66d-38a4861e6220,"Allows the app to read all scenario health monitoring alerts, on your behalf.",delegated
Microsoft Graph,HealthMonitoringAlert.ReadWrite.All,Read and write all scenario monitoring alerts,b7c60f27-2195-4d5f-96a7-6b98bdfd9664,"Allows the app to read and write all scenario monitoring alerts, on your behalf.",delegated
Microsoft Graph,HealthMonitoringAlertConfig.Read.All,Read all alert configurations,fb873030-8626-47e6-96ff-8a5bff3b725f,"Allows the app to read all scenario health monitoring alert configurations, on your behalf.",delegated
Microsoft Graph,HealthMonitoringAlertConfig.ReadWrite.All,Read and write all scenario monitoring alert configurations,b3e5ebc6-1c23-4337-8286-3f27165addb4,"Allows the app to read and write all scenario monitoring alert configurations, on your behalf.",delegated
Microsoft Graph,IdentityProvider.Read.All,Read identity providers,43781733-b5a7-4d1b-98f4-e8edff23e1a9,Allows the app to read your organization???s identity (authentication) providers??? properties on your behalf.,delegated
Microsoft Graph,IdentityProvider.ReadWrite.All,Read and write identity providers,f13ce604-1677-429f-90bd-8a10b9f01325,Allows the app to read and write your organization???s identity (authentication) providers??? properties on your behalf.,delegated
Microsoft Graph,IdentityRiskEvent.Read.All,Read identity risk event information,8f6a01e7-0391-4ee5-aa22-a3af122cef27,Allows the app to read identity risk event information for all users in your organization on behalf of the signed-in user. ,delegated
Microsoft Graph,IdentityRiskEvent.ReadWrite.All,Read and write risk event information,9e4862a5-b68f-479e-848a-4e07e25c9916,Allows the app to read and update identity risk event information for all users in your organization on your behalf.??Update operations include confirming risk event detections.??,delegated
Microsoft Graph,IdentityRiskyServicePrincipal.Read.All,Read all identity risky service principal information,ea5c4ab0-5a73-4f35-8272-5d5337884e5d,"Allows the app to read all identity risky service principal information for your organization, on your behalf.",delegated
Microsoft Graph,IdentityRiskyServicePrincipal.ReadWrite.All,Read and write all identity risky service principal information,bb6f654c-d7fd-4ae3-85c3-fc380934f515,"Allows the app to read and update identity risky service principal information for all service principals in your organization, on your behalf. Update operations include dismissing risky service principals.",delegated
Microsoft Graph,IdentityRiskyUser.Read.All,Read identity risky user information,d04bb851-cb7c-4146-97c7-ca3e71baf56c,Allows the app to read identity risky user information for all users in your organization on behalf of the signed-in user.,delegated
Microsoft Graph,IdentityRiskyUser.ReadWrite.All,Read and write identity risky user information,e0a7cdbb-08b0-4697-8264-0069786e9674,Allows the app to read and update identity risky user information for all users in your organization on your behalf.??Update operations include dismissing risky users.,delegated
Microsoft Graph,IdentityUserFlow.Read.All,Read all identity user flows,2903d63d-4611-4d43-99ce-a33f3f52e343,"Allows the app to read your organization's user flows, on your behalf.",delegated
Microsoft Graph,IdentityUserFlow.ReadWrite.All,Read and write all identity user flows,281892cc-4dbf-4e3a-b6cc-b21029bb4e82,"Allows the app to read or write your organization's user flows, on your behalf.",delegated
Microsoft Graph,IMAP.AccessAsUser.All,Read and write access to your mail.,652390e4-393a-48de-9484-05f9b1212954,"Allows the app to read, update, create and delete email in your mailbox. Does not include permission to send mail.",delegated
Microsoft Graph,IndustryData-DataConnector.Read.All,View data connector definitions,d19c0de5-7ecb-4aba-b090-da35ebcd5425,Allows the app to read data connectors on your behalf.,delegated
Microsoft Graph,IndustryData-DataConnector.ReadWrite.All,Manage data connector definitions,5ce933ac-3997-4280-aed0-cc072e5c062a,Allows the app to read and write data connectors on your behalf.,delegated
Microsoft Graph,IndustryData-DataConnector.Upload,Upload files to a data connector,fc47391d-ab2c-410f-9059-5600f7af660d,Allows the app to upload data files to a data connector on your behalf.,delegated
Microsoft Graph,IndustryData-InboundFlow.Read.All,View inbound flow definitions,cb0774da-a605-42af-959c-32f438fb38f4,Allows the app to read inbound data flows on your behalf.,delegated
Microsoft Graph,IndustryData-InboundFlow.ReadWrite.All,Manage inbound flow definitions,97044676-2cec-40ee-bd70-38df444c9e70,Allows the app to read and write inbound data flows on your behalf.,delegated
Microsoft Graph,IndustryData-OutboundFlow.Read.All,View outbound flow definitions,4741a003-8952-4be4-9217-33a0ac327122,Allows the app to read outbound data flows on your behalf.,delegated
Microsoft Graph,IndustryData-OutboundFlow.ReadWrite.All,Manage outbound flow definitions,aeb68e0b-e562-4a1f-b6dd-3484ad0cbb4b,Allows the app to read and write outbound data flows on your behalf.,delegated
Microsoft Graph,IndustryData-ReferenceDefinition.Read.All,View reference definitions,a3f96ffe-cb84-40a8-ac85-582d7ef97c2a,Allows the app to read reference definitions on your behalf.,delegated
Microsoft Graph,IndustryData-Run.Read.All,View current and previous runs,92685235-50c4-4702-b2c8-36043db6fa79,Allows the app to read current and previous IndustryData runs on your behalf.,delegated
Microsoft Graph,IndustryData-SourceSystem.Read.All,View source system definitions,49b7016c-89ae-41e7-bd6f-b7170c5490bf,Allows the app to read source system definitions on your behalf.,delegated
Microsoft Graph,IndustryData-SourceSystem.ReadWrite.All,Manage source system definitions,9599f005-05d6-4ea7-b1b1-4929768af5d0,Allows the app to read and write source system definitions on your behalf.,delegated
Microsoft Graph,IndustryData-TimePeriod.Read.All,Read time period definitions,c9d51f28-8ccd-42b2-a836-fd8fe9ebf2ae,Allows the app to read time period definitions on your behalf.,delegated
Microsoft Graph,IndustryData-TimePeriod.ReadWrite.All,Manage time period definitions,b6d56528-3032-4f9d-830f-5a24a25e6661,Allows the app to read and write time period definitions on your behalf.,delegated
Microsoft Graph,IndustryData.ReadBasic.All,Read basic Industry Data service and resource definitions,60382b96-1f5e-46ea-a544-0407e489e588,Allows the app to read Industry Data basic service and resource information on your behalf.,delegated
Microsoft Graph,InformationProtectionConfig.Read,Read configurations for protecting organizational data applicable to you,12f4bffb-b598-413c-984b-db99728f8b54,"Allows the app to read the configurations applicable to you for protecting organizational data, on your behalf.",delegated
